url,locale,title,meta_description,h1,page_excerpt,http_status,content_type
http://127.0.0.1:3002/en,en,Mersin Dövme & Piercing | Enki Tattoo,Mersin Dövme & Piercing | Enki Tattoo,Home,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Home Enki Tattoo Studio Mersin Pick your style, see examples, book fast.",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet,en,Dövme Stilleri & Tasarım Fikirleri | Enki Tattoo,"Minimal & Fine Line, Yazı/İsim Realistik, Portre, Traditional, Cover-Up, Blackwork, Atatürk ve Custom tasarımlarını keşfet. WhatsApp’tan yaz, fiyat öğren.",Discover,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Discover Pick your style, see examples, book fast.",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/minimal-fine-line-dovme,en,Fine Line & Minimal Dövme | Enki Tattoo,"Minimal tattoo, fine line, linework ve micro tarzında kol-bacak örnekleri; ince çizgi, küçük dövme ve sade tasarımlar. Hemen ulaş.Anında tasarla.",Minimal & Fine Line Tattoo,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Minimal & Fine Line Tattoo WhatsApp Phone Minimal Tattoo styles built on fine lines and clean composition. We shape line wei,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/yazi-isim-dovmesi,en,Lettering (Yazı/İsim) Dövme | Enki Tattoo,"İsim, tarih, harf, el yazısı ve çift yazısı lettering dövme tasarım fikirleri. Kol/bilek için ideal. WhatsApp’tan yaz, fiyat al.",Lettering & Name Tattoo,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Lettering & Name Tattoo WhatsApp Phone Lettering Tattoo options focused on names, dates, and typography. We define font char",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/realistik-dovme,en,Realistik Dövme | Enki Tattoo,"Realistik dövme: fotoğraf gibi detay, ışık-gölge. Kol, bacak, sırt ve göğüs tasarım uygulamaları. WhatsApp’tan yaz, fiyat öğren.",Realistic Tattoo,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Realistic Tattoo WhatsApp Phone Realistic Tattoo work with depth, light-shadow balance, and detail. Using your references, w",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/portre-dovme,en,Portre Dövme (Kadın/Erkek) | Enki Tattoo,"Portre dövme: kadın/erkek/çocuk ve hayvan portreleri. Kol, bacak, sırt, göğüs için tasarım. WhatsApp’tan yaz, fiyat öğren.",Portrait Tattoo,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Portrait Tattoo WhatsApp Phone Portrait Tattoo approach focused on facial expression and detail. We define reference quality,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/traditional-dovme,en,Old School & Traditional Dövme | Enki Tattoo,"Old school/traditional: kalın çizgi, canlı renk, klasik ikonlar. Kol, bacak, sırt için. Fiyat al. Tasarıma başla!",Traditional Tattoo,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Traditional Tattoo WhatsApp Phone Traditional Tattoo style with bold lines and classic iconography. We plan color use, line ",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/dovme-kapatma,en,Cover-Up (Kapatma) / Dövme Sildirme | Enki Tattoo,"Cover-up: yeni tasarım ile eski dövmeyi kapatma,düzeltme veya dövme sildirme. Hemen teklif al.",Cover-Up Tattoo,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Cover-Up Tattoo WhatsApp Phone Cover-Up Tattoo solutions focused on transforming existing work. We analyze existing density ,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/ataturk-temali-dovme,en,Atatürk Dövmesi (Portre/İmza) | Enki Tattoo,"Atatürk dövmesi için portre, imza ve silüet tasarım seçenekleri. Anlamını konuşalım; Hemen ara. Fiyat al!",Ataturk-Themed Tattoo,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Ataturk-Themed Tattoo WhatsApp Phone Ataturk-themed Tattoo designs with portrait, signature, and symbolic elements. We align",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/blackwork-dovme,en,Blackwork Dövme | Enki Tattoo,"Blackwork: yoğun siyah ve keskin kontrastla güçlü tasarım. Kol, bacak, sırt örnekleri. Tasarımını seç fiyat al.",Blackwork Tattoo,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Blackwork Tattoo WhatsApp Phone Blackwork Tattoo style with strong contrast and graphic black forms. We shape filled-empty b,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/kesfet/kisiye-ozel-dovme-tasarimi,en,Kişiye Özel Dövme Tasarımı | Enki Tattoo,"Kişiye özel dövme tasarımı: fikrini ve referanslarını paylaş; stil, ölçü ve yerleşimi netleştirelim. Fiyat al, tasarımını keşfet.",Custom Tattoo Design,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Custom Tattoo Design WhatsApp Phone Custom Tattoo Design process built from your idea and references. We turn your reference,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/galeri-tasarim,en,Dövme Tasarım Galerisi: Tüm Stiller | Enki Tattoo,"Minimal & Fine Line, Lettering, Realistik, Portre, Traditional, Cover-Up, Blackwork, Atatürk ve Kişiye Özel tasarım örnekleri. Tarzını keşfet, teklif al",Gallery Design,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme En çok tercih edilen dövme örnekleri burada; en iyi tasarımı keşfet.,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/dovme-egitimi,en,Dövme Eğitimi (Mersin) | Enki Tattoo,"Mersin’de dövme eğitimi: hijyen, ekipman, çizgi, shading ve stencil. Başlangıçtan ileri seviyeye stüdyo içinde uygulamalı öğren. WhatsApp’tan yaz.",Tattoo Training,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Tattoo Training WhatsApp Phone Structured in-studio Tattoo Training with practical guidance in Mersin. Review a step-by-step,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/artistler,en,Dövme Sanatçıları & Artistler | Enki Tattoo,"Dövme sanatçıları ve artistler: stilleri, tasarımları ve öne çıkan çalışmaları. Hepsini keşfet, tarzını seç.",Artists,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Artists Write on WhatsApp Phone Artists in our studio.,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/artistler/halit-yalvac,en,"Halit Yalvaç | Master Artist, Eğitmen & Kurucu | Enki Tattoo","1995’ten beri dövme sanatçısı; Enki Tattoo’nun kurucusu, master artist ve eğitmeni. Uzmanlık stilleri ve tasarım yaklaşımını incele; Tasarımını keşfet.Bilgi al.",Halit Yalvaç,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme 25+ years of experience in portrait, realism, cover-up, and fine line.",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/artistler/mertcan-uludag,en,Mertcan Uludağ | Enki Tattoo (Mersin),"Mertcan Uludağ’ın dövme çalışmalarını ve stil yaklaşımını incele. Örnekleri gör, fikrini netleştir, WhatsApp’tan yazıp randevu planla.",Mertcan Uludağ,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Featured work, clear style direction, and fast communication.",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing,en,Mersin Piercing | Enki Tattoo,"Mersin&#x27;de Kulak, burun, septum, kaş, dudak, dil, göbek ve industrial piercing; takı seçimi ve tasarım uyumu. Whatsapp&#x27;tan yaz. Fiyat al.",Piercing,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Piercing Ear, nose, septum, and more. Write to us for professional Piercing service.",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/kulak,en,Mersin Kulak Piercing | Enki Tattoo,"Mersin&#x27;de Kulak piercing: lob ve kıkırdak (helix, tragus, conch, daith, rook) seçenekleri; takı seçimi ve tasarım uyumu. Hemen ara. Fiyatları incele.",Ear Piercing,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Ear Piercing WhatsApp Phone Clean and styled Ear Piercing options for lobe and cartilage areas. We plan placement, jewelry f",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/burun,en,Mersin Burun Piercing | Enki Tattoo,"Mersin&#x27;de Burun piercing (nostril): halka, taş/stud ve doğru yerleşim; bakım ve takı tasarım uyumu. Bilgi al, iletişime geç.",Nose Piercing,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Nose Piercing WhatsApp Phone Ring and stud-focused Nose Piercing options for nostril-style looks. We align jewelry type, siz",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/kas,en,Mersin Kaş Piercing | Enki Tattoo,"Mersin&#x27;de Kaş piercing: doğru yerleşim, anatomik uygunluk ve takı seçimi; tasarım uyumu ve bakım. Bilgi al, iletişime geç.",Eyebrow Piercing,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Eyebrow Piercing WhatsApp Phone Balanced Eyebrow Piercing alternatives that follow your brow line. We evaluate angle, jewelr",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/dudak,en,Mersin Dudak Piercing | Enki Tattoo,"Mersin dudak piercing: labret vb.; takı boyu ve tasarım uyumu, ağız bakımı. Hemen ara, fiyat al.",Lip Piercing,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Lip Piercing WhatsApp Phone Labret and ring-led Lip Piercing options for different style profiles. We match placement and je,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/dil,en,Mersin Dil Piercing | Enki Tattoo,"Mersin&#x27;de dil piercing: minimal barbell, taşlı top ve renkli seçeneklerle stilini keşfet. Takı tasarım uyumunu seç; Fiyat al.",Tongue Piercing,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Tongue Piercing WhatsApp Phone Tongue Piercing options with minimal barbells or brighter details. We focus on comfort and vi,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/gobek,en,Mersin Göbek Piercing | Enki Tattoo,"Mersin&#x27;de göbek piercing: taşlı bar, minimal top veya parlak detaylarla yaz stiline uygun tasarım. Tarzını keşfet, fiyat al.",Navel Piercing,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Navel Piercing WhatsApp Phone Navel Piercing styles from clean minimal looks to jeweled details. We choose jewelry type, len",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/septum,en,Mersin’de Septum Piercing | Enki Tattoo,"Septum piercing: halka/clicker, taşlı veya sade seçenekler; doğru yerleşim ve tasarım uyumu. Fiyat al, iletişime geç.",Septum Piercing,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Septum Piercing WhatsApp Phone Septum Piercing looks with ring and clicker options. We define diameter and jewelry form base,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/industrial,en,Mersin’de Industrial Piercing | Enki Tattoo,"Industrial piercing: iki delik–tek bar; kulak anatomisine uygunluk ve takı tasarım uyumu. Fiyat al, hemen ara.",Industrial Piercing,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Industrial Piercing WhatsApp Phone Industrial Piercing with a strong single-bar line effect on the ear. We plan two-point pl,200,text/html; charset=utf-8
http://127.0.0.1:3002/en/piercing/kisiye-ozel,en,Mersin Kişiye Özel Piercing | Enki Tattoo,"Kişiye özel piercing: anatomiye göre yerleşim ve takı seçimi; minimal veya taşlı tasarım uyumu. Bilgi al, teklif al.",Custom Piercing,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Custom Piercing WhatsApp Phone Custom Piercing combinations designed around your personal style. We define jewelry form, pla",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/iletisim,en,Mersin Enki Tattoo | İletişim & Konum,"Adres, yol tarifi ve çalışma saatleri. Dövme/piercing için tasarım fikrini paylaş; teklif al, iletişime geç.",Contact,"Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Adres ve yol tarifi al; Tüm iletişim seçenekleri; WhatsApp’tan yaz, kendini keşfet.",200,text/html; charset=utf-8
http://127.0.0.1:3002/en/sss,en,SSS / Bilgi Bankası | Enki Tattoo,"SSS / Bilgi Bankası: dövme ve piercing süreci, bakım adımları ve stüdyo rehberi hakkında hızlı yanıtlar.",Question Bank / Knowledge Base,Enki Home Discover Piercing Gallery Artists Enki Tattoo Studio Toggle theme Frequently asked questions,200,text/html; charset=utf-8
http://127.0.0.1:3002/sq,sq,Mersin Dövme & Piercing | Enki Tattoo,Mersin Dövme & Piercing | Enki Tattoo,Ballina,"Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Ballina Enki Tattoo Studio Mersin Zgjidh stilin, shiko shembujt, cakto termin shpejt.",200,text/html; charset=utf-8
http://127.0.0.1:3002/sq/kesfet,sq,Dövme Stilleri & Tasarım Fikirleri | Enki Tattoo,"Minimal & Fine Line, Yazı/İsim Realistik, Portre, Traditional, Cover-Up, Blackwork, Atatürk ve Custom tasarımlarını keşfet. WhatsApp’tan yaz, fiyat öğren.",Zbulo,"Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Zbulo Zgjidh stilin, shiko shembujt, cakto termin shpejt.",200,text/html; charset=utf-8
http://127.0.0.1:3002/sq/kesfet/minimal-fine-line-dovme,sq,Fine Line & Minimal Dövme | Enki Tattoo,"Minimal tattoo, fine line, linework ve micro tarzında kol-bacak örnekleri; ince çizgi, küçük dövme ve sade tasarımlar. Hemen ulaş.Anında tasarla.",Tatuazh Minimal & Fine Line,Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Tatuazh Minimal & Fine Line WhatsApp Telefon Stile Tatuazh minimal të ndërtuara mbi vija të holla dhe kompozim të pastër. P,200,text/html; charset=utf-8
http://127.0.0.1:3002/sq/kesfet/yazi-isim-dovmesi,sq,Lettering (Yazı/İsim) Dövme | Enki Tattoo,"İsim, tarih, harf, el yazısı ve çift yazısı lettering dövme tasarım fikirleri. Kol/bilek için ideal. WhatsApp’tan yaz, fiyat al.",Tatuazh Shkrim & Emër,"Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Tatuazh Shkrim & Emër WhatsApp Telefon Opsione Tatuazh lettering të fokusuara te emrat, datat dhe tipografia. Përcaktojmë k",200,text/html; charset=utf-8
http://127.0.0.1:3002/sq/kesfet/realistik-dovme,sq,Realistik Dövme | Enki Tattoo,"Realistik dövme: fotoğraf gibi detay, ışık-gölge. Kol, bacak, sırt ve göğüs tasarım uygulamaları. WhatsApp’tan yaz, fiyat öğren.",Tatuazh Realistik,"Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Tatuazh Realistik WhatsApp Telefon Punime Tatuazh realist me thellësi, dritë-hije dhe detaj. Me referencat e tua përcaktojm",200,text/html; charset=utf-8
http://127.0.0.1:3002/sq/kesfet/portre-dovme,sq,Portre Dövme (Kadın/Erkek) | Enki Tattoo,"Portre dövme: kadın/erkek/çocuk ve hayvan portreleri. Kol, bacak, sırt, göğüs için tasarım. WhatsApp’tan yaz, fiyat öğren.",Tatuazh Portret,Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Tatuazh Portret WhatsApp Telefon Qasje Tatuazh portret e fokusuar te shprehja dhe detajet e fytyrës. Përcaktojmë cilësinë e,200,text/html; charset=utf-8
http://127.0.0.1:3002/sq/kesfet/traditional-dovme,sq,Old School & Traditional Dövme | Enki Tattoo,"Old school/traditional: kalın çizgi, canlı renk, klasik ikonlar. Kol, bacak, sırt için. Fiyat al. Tasarıma başla!",Tatuazh Traditional,Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Tatuazh Traditional WhatsApp Telefon Stil Tatuazh traditional me vija të forta dhe ikonografi klasike. Planifikojmë përdori,200,text/html; charset=utf-8
http://127.0.0.1:3002/sq/kesfet/dovme-kapatma,sq,Cover-Up (Kapatma) / Dövme Sildirme | Enki Tattoo,"Cover-up: yeni tasarım ile eski dövmeyi kapatma,düzeltme veya dövme sildirme. Hemen teklif al.",Tatuazh Cover-Up,Enki Ballina Zbulo Piercing Galeri Artistët Enki Tattoo Studio Ndrysho temën Tatuazh Cover-Up WhatsApp Telefon Zgjidhje cover-up për transformimin e tatuazheve ekzistuese. Analizojmë densitetin e punë,200,text/html; charset=utf-8
